class,image,area,aspect_ratio,bbox_area,bbox_height,bbox_width,centroid_x,centroid_y,circularity,compactness,dominant_hue,edge_density,edge_density_body,edge_density_top,elongation_ratio,extent,gradient_mean,gradient_std,homogeneity,hue_mean,hue_std,intensity_mean,intensity_range,intensity_std,is_brown_color,is_metallic_color,is_transparent_color,metallic_score,num_vertices,orientation_angle,perimeter,rotated_height,rotated_width,saturation_mean,saturation_std,solidity,specular_ratio,specular_ratio_top,texture_variance,value_mean,value_std
LATA,undist_1764002174.png,89645.0,1.3347280334728033,304964,478,638,129.31798761782588,267.75183036793277,0.10496092448300234,27.363517719127362,0,0.04729210993880103,0.015058373573405752,0.011366929216827797,1.3354297693920336,0.29395272884668355,34.76152120093627,67.56515479644223,0.6364555035715384,45.967766347145144,50.65334814080832,178.89510627563666,239.0,28.5600874207539,0.0,0.0,0.0,0.5091092826720374,6,90.0,3276.077327489853,637.0,477.0,56.97621136677707,74.98682705481957,0.4889976216971046,0.30912062120248307,0.11067889908256881,815.678593481105,197.46355480488714,38.433754063442564
LATA,undist_1764002175.png,89721.5,1.3347280334728033,304964,478,638,129.92452942345665,267.23932576547054,0.10552760096127381,27.448989645825176,0,0.048898094267460085,0.016324516900830414,0.009522931429625141,1.3354297693920336,0.29420357812725434,35.385340804843125,68.77679042666682,0.6403899225475004,46.793985819333486,50.76857346244756,181.1782117456247,246.0,28.077431014369672,0.0,0.0,0.0,0.5207828532566733,6,90.0,3268.6631150245667,637.0,477.0,55.59688113006981,74.39798341739386,0.4890960977085588,0.3130376653406538,0.11236363636363636,788.342132366688,199.26399710688102,37.74067852993726
LATA,undist_1764002177.png,89995.5,1.3347280334728033,304964,478,638,129.47644604452444,267.80192157756034,0.10578322958436653,27.524147470488778,0,0.04888121667686391,0.016080020258293238,0.010418587497695003,1.3354297693920336,0.2951020448315211,35.18043637442647,68.37439953482848,0.6398243558055049,46.01801634472511,50.382918327261734,181.17352067126998,244.0,28.14644682766516,0.0,0.0,0.0,0.5197306282387413,6,90.0,3269.6925525665283,637.0,477.0,55.435702735774846,74.61477398093156,0.49018491788992075,0.3178262389651254,0.11559432933478735,792.222469022582,199.15324272353814,37.77451782538542
LATA,undist_1764002179.png,89647.5,1.3347280334728033,304964,478,638,127.91102187270512,267.13618896232464,0.1019307625513345,26.96601650757866,0,0.04765246376175961,0.01579186350101728,0.00960195990621954,1.3354297693920336,0.2939609265355911,35.39125845522238,68.78564170417877,0.637957383329227,46.60465779259227,50.15542863946282,180.93877327251596,241.0,28.37514120311824,0.0,0.0,0.0,0.5174372280505283,6,90.0,3324.4621049165726,637.0,477.0,55.58663187210807,74.33889647667158,0.48917269396251845,0.31933510230038814,0.11466821885913853,805.1486382968984,199.0154601872766,38.0082771662354
LATA,undist_1764002181.png,89967.0,1.3347280334728033,304964,478,638,129.4504429401892,267.7100103371236,0.1049221222266194,27.407550350499463,0,0.05006447946492973,0.01645986325652064,0.010682015753009668,1.3354297693920336,0.2950085911779751,35.42848615009843,68.85911833394681,0.638519369527408,47.30833205831567,50.49172492922838,181.00187974033355,240.0,28.30616013576357,0.0,0.0,0.0,0.5158837057402934,6,90.0,3282.562609553337,637.0,477.0,55.49843719262967,74.19708866046777,0.49016584579174477,0.31811326528381895,0.11613700821758417,801.2387016314907,199.020928504295,37.93918287684636
LATA,undist_1764002183.png,90034.0,1.3347280334728033,304964,478,638,129.54027367438968,267.6723052772656,0.10580358028904886,27.53268224782327,0,0.04941898562753921,0.01593157586818138,0.01153815758278233,1.3354297693920336,0.2952282892406973,35.02005688690783,68.33197096511074,0.6384418825780722,47.48069110130619,51.42443855646856,180.99847101480933,242.0,28.31566406341728,0.0,0.0,0.0,0.5179168546387575,6,90.0,3270.0773280858994,637.0,477.0,55.3588200602857,74.40140367964659,0.490281124497992,0.32037700406273206,0.11624863685932388,801.7768313523007,199.00206413000743,37.93852740915469
LATA,undist_1764002184.png,90006.0,1.3347280334728033,304964,478,638,129.30094845528816,267.45895458821263,0.10577067599613431,27.524119752151556,0,0.048243314105925535,0.015499340732267445,0.011406443455124997,1.3354297693920336,0.2951364751249328,34.91047954117237,68.1847173688477,0.6372459998380059,47.19093034434539,50.985467924727885,180.91171779409194,242.0,28.462634544132854,0.0,0.0,0.0,0.5177540488212407,6,90.0,3270.0773289203644,637.0,477.0,55.46126114315679,74.58648037311308,0.490220748026993,0.32079181961195596,0.11850778703368345,810.1215651928648,198.9613266911379,38.064875515869325
LATA,undist_1764002186.png,89160.5,1.3347280334728033,304964,478,638,125.47114847195039,265.7888882034832,0.09961610367592169,26.585577040736958,0,0.04988812098365354,0.0160276281206067,0.01126155791470193,1.3354297693920336,0.29236401673640167,35.24374122512328,68.78083750386843,0.6357563426932477,47.37072186766311,50.62487767275139,181.00691114711816,240.0,28.64648237434099,0.0,0.0,0.0,0.5173259227302175,6,90.0,3353.716936945915,637.0,477.0,56.04784894679408,74.66392302802986,0.4885868269707622,0.3231043946959426,0.11880255146419252,820.620952423429,199.21936002998137,38.205960230762386
LATA,undist_1764002188.png,106223.5,1.3347280334728033,304964,478,638,189.62274826191944,232.8708446498813,0.05747188798447464,22.041091811782586,0,0.06771366162523848,0.01891356170484016,0.03971180948868576,1.3354297693920336,0.34831488306816544,53.7905395070422,104.83452785683963,0.5918087902577639,50.4053418862499,52.12121784553298,184.83560520179537,244.0,34.486747785923164,0.0,1.0,0.0,0.5959166403344252,10,90.0,4819.339300751686,637.0,477.0,48.863982820434835,70.49261748117918,0.3515937375877135,0.36871549570971696,0.3737857142857143,1189.335772849876,200.76186394595442,40.3884253410281
LATA,undist_1764002190.png,106151.5,1.3347280334728033,304964,478,638,189.66156860713227,232.919120313891,0.05744111214490384,22.02772041835769,0,0.0659608219279153,0.018328516167340488,0.03890835330997603,1.3354297693920336,0.34807878962762817,54.0730122643872,105.18589465974041,0.5915241349503193,50.591895082451025,51.833838130579025,184.84533515328144,246.0,34.52740479338071,0.0,1.0,0.0,0.5990576654087352,10,90.0,4818.996155023575,637.0,477.0,49.11115210093333,70.81492010018675,0.3513490254877526,0.36856715977422805,0.3731359296212853,1192.1416817659692,200.74481683697937,40.371375015240375
LATA,undist_1764002192.png,106212.0,1.3347280334728033,304964,478,638,189.9103710817359,232.83472677286935,0.05717481289348263,21.982862193728206,0,0.06652841144753215,0.018629770959038082,0.038868839071678825,1.3354297693920336,0.3482771736991907,54.15988303401732,105.08623963906268,0.5919235786833931,50.81431402368773,52.3208453866792,184.75013595096547,245.0,34.47036374393847,0.0,1.0,0.0,0.596583416421229,10,90.0,4831.581941604614,637.0,477.0,48.8607401262731,70.43137666258217,0.35148645093396474,0.36467118300382506,0.373197715917202,1188.2059766394277,200.66292455873543,40.35311438288432
LATA,undist_1764002193.png,106197.0,1.3347280334728033,304964,478,638,190.03692194694764,232.98574818497698,0.05698932567301939,21.94562487054894,0,0.06600912568557865,0.017861352939635526,0.04043623719080108,1.3354297693920336,0.34822798756574547,54.66208779771715,105.34073528226986,0.5882540135556243,50.26872839563073,52.12493321424655,182.99045951053142,247.0,34.997295127289576,0.0,1.0,0.0,0.5983842419697505,10,90.0,4839.096659421921,637.0,477.0,49.22110890906577,70.72020181233125,0.35142808922951685,0.3595243582062036,0.37034389075570173,1224.8106662266066,199.05853343780245,41.149255944766026
LATA,undist_1764002194.png,106127.0,1.3347280334728033,304964,478,638,189.36904369293393,232.61036933736622,0.056507840655965605,21.845519038723875,0,0.06555865045839405,0.01856428078692991,0.03761755485893417,1.3354297693920336,0.34799845227633425,54.23839375438057,105.05103076406968,0.5921308197251344,50.889127667816496,52.36826440242379,184.56469166774272,246.0,34.440799793548784,0.0,1.0,0.0,0.5973668419310982,10,90.0,4858.067222476006,637.0,477.0,48.907251295862466,70.47509420211338,0.35120399893441173,0.3630997399051853,0.37341749580970723,1186.16869041931,200.60255298740108,40.41414554334272
LATA,undist_1764002195.png,106203.0,1.3347280334728033,304964,478,638,189.40848814691358,232.4342218832487,0.05672365788813227,21.895031528113194,0,0.06519314610159181,0.01814077767396373,0.03843418245040963,1.3354297693920336,0.34824766201912355,53.940975542615575,104.77199806157446,0.5928861242205442,50.45326426589734,51.988213277465455,184.99395352695566,243.0,34.333226832950466,0.0,1.0,0.0,0.5947414938869975,10,90.0,4850.552503824234,637.0,477.0,48.89018646364282,70.34942222290898,0.35145783038833006,0.36759053579493606,0.37343911202817603,1178.7704647628298,200.98751993216152,40.236663935545856
LATA,undist_1764002197.png,106222.0,1.3347280334728033,304964,478,638,189.65912742495277,232.6197240998412,0.05747008354586414,22.040590177088514,0,0.06738497271788822,0.018734555234411157,0.03977766655251442,1.3354297693920336,0.3483099644548209,53.892144657156074,104.70755979101445,0.591899648730564,51.28442523226663,52.53154910525701,184.89601459961656,242.0,34.47377880225822,0.0,1.0,0.0,0.5942476754159888,10,90.0,4819.380930662155,637.0,477.0,48.88481603008406,70.52642825586165,0.35152012548853495,0.3696633977289485,0.3749242883101151,1188.4414249070278,200.8424918891019,40.33797743485512
LATA,undist_1764002199.png,106683.0,1.3347280334728033,304964,478,638,192.45905783176948,233.7442969670269,0.05629423918567436,21.86123309534666,0,0.07171694927695808,0.020293221330585656,0.04172703564184294,1.3354297693920336,0.34982161828937186,54.411209874418965,104.75691396738557,0.5878381431513607,50.56389011231007,52.00183378775824,182.8378569331278,247.0,35.057427086907566,0.0,1.0,0.0,0.5957436148990232,10,90.0,4880.008347868919,637.0,477.0,49.003101372678564,70.95207635149004,0.35308952924374837,0.3548043749541217,0.3776859209635463,1229.0231939538403,198.85837370623213,41.10595240131617
LATA,undist_1764002201.png,89659.5,1.3347280334728033,304964,478,638,127.83513738086873,266.44802279736115,0.10138781582586563,26.895901644416085,0,0.04821628258819918,0.015778765466595648,0.01032638760833487,1.3354296843560733,0.2940002754423473,36.24722790346108,70.19812621386518,0.6353274207192781,47.4518604600171,51.276873962815415,180.67899664525183,247.0,28.699578153565472,0.0,0.0,0.0,0.5233503544639698,6,-0.0,3333.5748020410538,476.99993896484375,636.9998779296875,55.86722432959853,74.62193739375458,0.48991585159280915,0.31005108864867237,0.1200576161325171,823.6657861926126,198.84516631218892,38.36999477228616
LATA,undist_1764002203.png,106787.5,1.3347280334728033,304964,478,638,193.06047680362087,235.1435967068555,0.057100050204522766,22.027921631213367,0,0.0689964979189204,0.019891548274988867,0.03911909591422776,1.3354297693920336,0.3501642816857072,53.723202445389475,103.34946623251356,0.5937099517262641,50.26757916353436,51.799099362069455,183.33932598690845,248.0,34.21620667570181,0.0,1.0,0.0,0.5967396635183069,10,90.0,4847.824583172798,637.0,477.0,48.68683877592182,70.5597130956359,0.35371226047928983,0.3595133757494637,0.37623726739373,1170.748799274341,199.33972936797522,40.49355876304735
LATA,undist_1764002204.png,89732.0,1.3347280334728033,304964,478,638,128.61919753636755,266.9850796445712,0.10325043347848045,27.152803933329025,0,0.048282133309961,0.01571764130596135,0.010629330101946735,1.3354297693920336,0.29423800842066605,35.641822143411225,68.43380117234769,0.6360005924069511,47.76090100354968,50.92649967510396,180.12217888601603,247.0,28.61627897353754,0.0,0.0,0.0,0.5227207660128828,6,90.0,3304.704745054245,637.0,477.0,55.92028572680661,74.67550644897143,0.4896337786847899,0.3130176607213287,0.11930789835662058,818.8914222913268,198.45081949252815,38.485347086449984
LATA,undist_1764002205.png,89701.0,1.3347280334728033,304964,478,638,129.2618792804242,267.4983779445045,0.10442282445335319,27.30180926520099,0,0.051668767468624976,0.01662140568105413,0.01194647137852006,1.3354297693920336,0.2941363570782125,36.227782164779526,68.98424802350182,0.6336099296610945,46.72909519373047,50.6165905884262,178.5914944922453,249.0,28.912904705808547,0.0,0.0,0.0,0.5254761150074543,6,90.0,3285.5331721305847,637.0,477.0,56.08596481613416,74.71019772188829,0.48976928683943993,0.30962898010631884,0.11596110258097536,835.956058527166,196.95701211157999,39.14978836038098
LATA,undist_1764002208.png,89792.0,1.3347280334728033,304964,478,638,129.16077341708242,266.96032497327155,0.10470896407563865,27.3530539450605,0,0.050249110320284694,0.01622409863693122,0.011498643344485129,1.3354297693920336,0.2944347529544471,35.911325306866814,69.02544609648541,0.6359514410183653,46.362595127292636,50.14159736932259,179.7868491650698,247.0,28.622355065244797,0.0,0.0,0.0,0.5234971359341267,6,90.0,3282.70474588871,637.0,477.0,55.99272926361895,74.74457552531624,0.48925504555163246,0.31293731179852174,0.11997110870350307,819.2392094809444,198.11696687653983,38.69422884424121
LATA,undist_1764002210.png,106876.0,1.3347280334728033,304964,478,638,192.99218408872585,234.73795021021243,0.057458192091232964,22.10604969951866,0,0.06674850672432116,0.019171156381798973,0.03813123995679776,1.3354297693920336,0.3504544798730342,52.757559264553024,102.57030675171761,0.5961547552140065,49.84756678515153,51.41180651390271,184.80144930191653,247.0,33.87083984937953,0.0,1.0,0.0,0.5961693523856624,10,90.0,4834.694640278816,637.0,477.0,48.555122943310494,70.39251567988843,0.35401712515940975,0.368271098244714,0.37892698321618135,1147.2337921023163,200.73237385026937,39.97985618571682
LATA,undist_1764002212.png,100188.0,1.3326359832635983,304486,478,637,175.96482612688146,219.16675150716654,0.08486927797930098,26.01226533142312,0,0.060731998980612024,0.013988796718601733,0.03953669379839848,1.329141769904735,0.32903975880664466,49.705000271177326,101.70461292306896,0.6047304358936211,48.89282703730568,51.435589126330775,186.28540902942504,246.0,32.681467695790936,0.0,0.0,0.0,0.591203639134909,10,0.24965323507785797,3851.5676633119583,477.13922119140625,634.1856689453125,51.56280018035326,72.31032903588186,0.3943051114281497,0.3816921840387367,0.37722496247051257,1068.0783307510264,203.35540373644898,38.38882994275255
LATA,undist_1764002214.png,89726.0,1.3347280334728033,304964,478,638,129.16520109370006,267.0769435094993,0.10340267923814565,27.171906876860476,0,0.048813893606530434,0.0158879157534426,0.010747872816838333,1.3354297693920336,0.2942183339672879,35.619108294338524,68.41375369655239,0.6340160393050039,47.17753793896894,50.50469984717985,179.49412151427163,248.0,28.862358205967524,0.0,0.0,0.0,0.5229150236980371,6,90.0,3302.1605883836746,637.0,477.0,55.77695721251301,74.36459272008787,0.4893366964346581,0.3107324823316715,0.12049067286056471,833.035721209581,197.75128472031994,38.99783554854041
LATA,undist_1764002219.png,107059.5,1.3347280334728033,304964,478,638,193.67583135234767,235.20359862195008,0.05853609020110177,22.331583996030417,0,0.06825145658596372,0.020018162607731333,0.03789415452701457,1.3354297693920336,0.3510561902388479,52.794697665095924,102.39244724828208,0.5952553701116639,50.48976045220478,51.79214334556671,184.0790901025327,243.0,33.99756224059013,0.0,1.0,0.0,0.5863853326200215,10,90.0,4794.084468841553,637.0,477.0,48.64139173701878,70.81961319430798,0.354355571957918,0.3552972167088932,0.37572192129712667,1155.8342383027998,200.00302750363576,40.142271064817926
LATA,undist_1764002220.png,107029.0,1.3347280334728033,304964,478,638,193.7105301678361,235.02014563031202,0.05835896466895396,22.29459519028971,0,0.06992424796896729,0.02068616236323469,0.0382629540844551,1.3354297693920336,0.3509561784341758,53.413896726280285,103.36779620687439,0.59448961352117,50.20978189270292,51.8802378578897,184.41436726926736,243.0,34.105758726126986,0.0,1.0,0.0,0.5921534656480125,10,90.0,4800.670256018639,637.0,477.0,48.646911366464174,70.67925273614134,0.3542481713169828,0.3650735563199883,0.3761875739432833,1163.202778284787,200.3180487447852,40.14118588377757
LATA,undist_1764002222.png,89874.5,1.3347280334728033,304964,478,638,129.1983562263675,267.11223799112463,0.10611902279582028,27.54925967699039,0,0.05385120350109409,0.017765300687210207,0.011235215089170464,1.3354297693920336,0.294705276688396,35.674752701471554,67.73921229120742,0.6332736188860808,46.613468271334796,50.08588348541331,178.69087527352298,248.0,28.954812752107504,0.0,0.0,0.0,0.5199224431990215,6,90.0,3262.319969892502,637.0,477.0,55.93357768052516,74.90166184362727,0.4871101403481197,0.3028336980306346,0.11879112139397006,838.3811815096072,196.99951859956238,39.28842430324959
LATA,undist_1764002223.png,106764.5,1.3347280334728033,304964,478,638,193.24327843056446,234.2730854669233,0.057219247422521866,22.048526653854392,0,0.06983291454982302,0.02082587473039879,0.037472669318511106,1.3354297693920336,0.35008886294775776,53.50680180961999,102.7853944018293,0.5930946557735134,49.91299084789905,51.28854324045609,184.0817911706986,246.0,34.30357534547342,0.0,1.0,0.0,0.5957898815592788,10,90.0,4842.250989198685,637.0,477.0,48.77827705738863,70.96531868208164,0.3536495485990921,0.3646442785613411,0.3783522849173997,1176.735281482572,200.0967665022101,40.58319183968247
LATA,undist_1764002226.png,106906.5,1.3347280334728033,304964,478,638,193.58136783076802,234.33345337592505,0.05739687168129536,22.097402940390467,0,0.06925542632109168,0.020603208145231006,0.03744632649297964,1.3354297693920336,0.35055449167770625,53.73538473838073,103.02083620790808,0.5919085371845633,50.00066855939189,51.52883764985319,183.8141496474036,247.0,34.472510293274375,0.0,1.0,0.0,0.5975000402098735,10,90.0,4837.966718912125,637.0,477.0,48.552294166132434,70.74439807478933,0.3541111158956082,0.364264126751534,0.37801177940389075,1188.353965919908,199.8194431724517,40.76112446358165
LATA,undist_1764002229.png,106275.5,1.3305439330543933,304008,478,636,195.7542676032262,234.08112092313527,0.059797287947772886,22.48808065015883,0,0.06601426438878753,0.018526304724864665,0.0387664499762169,1.3308167840150118,0.34958126101944687,51.98612293206598,101.47828421571765,0.5984430360723866,50.35896868837656,51.29740075724511,184.2536167781648,233.0,33.55014092594785,0.0,1.0,0.0,0.5726314424044769,10,89.9037094116211,4725.859074115753,634.88818359375,477.0665588378906,48.64026648974402,70.82812542776868,0.3531445584758449,0.3563885663736385,0.37823050896263766,1125.6119561509609,200.2448443633549,39.706452828217536
LATA,undist_1764002236.png,106880.5,1.3347280334728033,304964,478,638,193.27752645867736,234.1447286143559,0.057430385853045926,22.101165335269712,0,0.07066496889971877,0.020673064328813055,0.03923763862911936,1.3354297693920336,0.35046923571306776,53.693894859518394,103.27133575075243,0.5930274803863366,50.735633868618486,52.10279987472848,184.2782169782802,246.0,34.31312486130787,0.0,1.0,0.0,0.59447996486206,10,90.0,4835.9667184352875,637.0,477.0,48.77452983153632,70.94375688021765,0.3540320310041571,0.35996628894405613,0.37850550546983575,1177.3905377477042,200.24523877137858,40.45877423685438
LATA,undist_1764002238.png,106868.0,1.3347280334728033,304964,478,638,193.36718350363685,234.217890294569,0.05776681748239686,22.164509754376294,0,0.0706393271397944,0.02115769160241353,0.03772292616106004,1.3354297693920336,0.35042824726853006,54.22611133014036,103.82821134863681,0.5924516075032389,50.59895919227457,51.908326777268826,184.25782896304034,246.0,34.39507863049668,0.0,1.0,0.0,0.5954173850833446,10,90.0,4821.581942677498,637.0,477.0,48.62552910780057,70.3941698423981,0.3539906258798589,0.35831821596760305,0.37874678846702825,1183.0214339980494,200.18523812141538,40.465234972512825
LATA,undist_1764002239.png,106843.0,1.3347280334728033,304964,478,638,193.37424070832904,234.32641976233037,0.05774989904919619,22.158671523730014,0,0.06955708904956974,0.0206643323058653,0.0376307262716999,1.3354297693920336,0.35034627037945465,54.0488843675014,103.4607814868961,0.5928608533273918,50.234285504815844,52.15214736585292,184.39953628607302,244.0,34.33682156509129,0.0,1.0,0.0,0.5933710206709926,10,90.0,4821.724076986313,637.0,477.0,48.683693948808184,70.66391436185245,0.35390898792291337,0.3604138600976915,0.37858699924954436,1179.0173151929184,200.29515483096435,40.39781297292938
LATA,undist_1764002240.png,106837.0,1.3347280334728033,304964,478,638,193.31958341523378,234.24771692703214,0.05752421221210291,22.11471007413359,0,0.07036548260566736,0.020625038202600397,0.03890835330997603,1.3354297693920336,0.3503265959260765,53.65322966293339,103.25035707696064,0.5928048839911955,50.197716191942526,51.687995093136195,184.3857729388907,244.0,34.34478417816581,0.0,1.0,0.0,0.5926389164919647,10,90.0,4831.037786245346,637.0,477.0,48.613393086256835,70.52149957079521,0.35388618284743284,0.3615510099343818,0.3786487548679838,1179.5642002447885,200.252318633381,40.420431187801405
LATA,undist_1764002241.png,106748.0,1.3347280334728033,304964,478,638,193.2223086146813,234.32804986198022,0.057069869562155706,22.018026061336357,0,0.07087567408929162,0.020651234271443664,0.03948789547166829,1.3354297693920336,0.35003475820096797,53.69268757598252,103.17710776007719,0.5925351263738142,50.47969477970578,51.85710609289701,184.26990168384754,245.0,34.3831829953932,0.0,1.0,0.0,0.5937573936774666,10,90.0,4848.209358215332,637.0,477.0,48.707692872078944,70.65651409355608,0.35358786616075877,0.3611100920796801,0.37814434465237773,1182.2032728946958,200.1426226200521,40.46828167066053
LATA,undist_1764002243.png,106710.5,1.3347280334728033,304964,478,638,193.41437346840283,234.35087456248448,0.05728827532112486,22.0562420593936,0,0.07157406048150323,0.021122763510622505,0.03902689602486763,1.3354297693920336,0.34991179286735485,53.785809576604144,103.2819905646994,0.5913995180618242,49.9292058132707,51.393388536611525,184.06810591603053,245.0,34.545216005355385,0.0,1.0,0.0,0.5941244315967255,10,90.0,4838.108854293823,637.0,477.0,48.6887844979448,70.6737369817272,0.3534636526393717,0.361329271873165,0.3789669747116556,1193.371948856662,199.96766735173225,40.647726271191594
LATA,undist_1764002245.png,89652.5,1.3347280334728033,304964,478,638,128.51905226662203,266.876422854912,0.10438178145459912,27.2890629123835,0,0.04782479958766052,0.015398922468368248,0.010984958246621533,1.3354297693920336,0.2939773219134062,35.011125827754455,67.6803586815322,0.6365701535319976,46.784980315176504,50.683231008472234,180.40586925767929,240.0,28.545938295372363,0.0,0.0,0.0,0.5132858438113455,6,90.0,3285.290531516075,637.0,477.0,55.757860221303474,74.85466367229252,0.4865622472958965,0.3147488128790288,0.11634148110538914,814.8705931632063,198.57798809040762,38.40301957708101
